,url,time
421,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.02917
422,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.344034
423,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),9.354529
424,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.714161
425,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.50037
426,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.118131
427,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),8.040155
428,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.336669
429,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.988677
430,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.489128
431,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.18533
432,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),10.386335
433,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.544853
434,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.206164
435,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.01648
436,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.743728
437,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.052666
438,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.081213
439,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.217579
440,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.483549
441,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),8.127369
442,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.49416
443,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.867797
444,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.603189
445,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),9.096966
446,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.083902
447,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.718447
448,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.435711
449,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.819938
450,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.027063
451,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.842187
452,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.548039
453,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),5.780705
454,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.810182
455,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),6.525183
456,http://localhost:5000/vulnerable/1/page?id=SLEEP(0.8),7.810854
